item,0,1,t
131,-118799.26355176874,-2889.938885547768,1
132,-118799.41559986526,944.5697359648301,1
133,-118799.3087703938,-1831.4915490854714,1
134,-118799.33856807069,-1062.5032995574402,1
135,-118799.20218944503,-6336.523999670397,1
136,-118799.27045775314,-2902.563319344383,1
137,-118799.25644925496,-2975.3066473660842,1
138,-118799.42766412719,1340.2797760525175,1
139,-118799.27343878263,-2788.8405350940884,1
140,-118799.29207698279,-2578.197578758188,1
141,-118799.26185143918,-2855.5760586477177,1
142,-118799.37294481877,-200.30291355731976,1
143,-118799.33624151781,-1110.3473388513191,1
144,-118799.44072524458,2224.6068053496747,1
145,-118799.4292565966,1476.4959787736611,1
146,-118799.43229794408,1840.69572999417,1
147,-118799.3604484965,-243.66363911193673,1
148,-118799.4064681462,938.4452182615696,1
149,-118799.39685960877,762.8704607223737,1
150,-118799.4400430336,2241.5775349769197,1
151,-118799.43664367606,2020.8321796158646,1
152,-118799.36246474752,56.66619897389733,1
153,-118799.28490107635,-2580.454245361132,1
154,-118799.4287664238,1848.5326276415085,1
155,-118799.2813778395,-2803.885154861853,1
156,-118799.28439106568,-2804.30652626474,1
157,-118799.30991632282,-2114.16182704808,1
158,-118799.38826442182,-164.67542821109524,1
159,-118799.2706526885,-2580.5682482556886,1
160,-118799.41469866052,713.7973484574452,1
161,-118799.40345252691,707.8668881359001,1
162,-118799.43503820384,1975.9964874359505,1
163,-118799.427886923,1658.1726987682143,1
164,-118799.44103930623,2264.786883752749,1
165,-118799.33498536932,-1117.1586886906261,1
166,-118799.33177660662,-1223.947714445877,1
167,-118799.43432111831,1968.156783832669,1
168,-118799.38946213615,-115.02357214687518,1
169,-118799.28190759003,-2852.1647571145977,1
170,-118799.28343826704,-2800.709756839857,1
171,-118799.30599279079,-2381.918003140856,1
172,-118799.44117019762,2256.831229383966,1
173,-118799.32501486468,-1838.1186186566656,1
174,-118799.431090672,1537.3726997685114,1
175,-118799.43480958293,1995.6676634931634,1
176,-118799.43500576541,2182.726485239193,1
177,-118799.43642861066,1191.2560635825455,1
178,-118799.28426170789,-2695.3013876833993,1
179,-118799.28269663216,-2842.042020210713,1
180,-118799.27821246741,-2911.868857457234,1
181,-118799.27589233877,-2514.386163021147,1
182,-118799.41637184682,961.6758321871442,1
183,-118799.26195962574,-2951.125698994763,1
184,-118799.26064399217,-2829.398290297937,1
185,-118799.270405909,-3007.437040551544,1
186,-118799.2838405575,-2748.148156939821,1
187,-118799.3107010133,-2309.023575528495,1
188,-118799.2893435709,-2704.8940822021877,1
189,-118799.30410609141,-2421.875324929169,1
190,-118799.25996492343,-2877.7006946312445,1
191,-118799.38753566757,604.0964826303343,1
192,-118799.26016367564,-2818.519005367258,1
193,-118799.26019801018,-2918.839754138988,1
194,-118799.25781116613,-2904.4866097215418,1
195,-118799.25827624732,-2846.1370483990977,1
196,-118799.28007506384,-2887.608945938833,1
197,-118799.28669410491,-2679.847848622506,1
198,-118799.28723384868,-2708.145450018828,1
199,-118799.29191014265,-2625.1888767858486,1
200,-118799.44133533434,2291.4225881282628,1
201,-118799.43081203649,1203.230734128597,1
202,-118799.4436551098,1285.2852949642383,1
203,-118799.43511516537,1144.0722548986391,1
204,-118799.43171510047,1165.723178173443,1
205,-118799.43212634229,1230.0983121924914,1
206,-118799.43524671931,1177.0942067252115,1
207,-118799.37776866539,-274.0630569010698,1
208,-118799.37594595917,-329.4871677125961,1
209,-118799.38680190267,-155.736690051208,1
210,-118799.43374902052,1927.8446257384833,1
211,-118799.33443450124,-1144.187135995332,1
212,-118799.26385558944,-2895.816336186969,1
213,-118799.26219630276,-2984.2725854334703,1
214,-118799.27203063863,-2757.5749205615493,1
215,-118799.3843101829,545.1351286448038,1
216,-118799.385680677,588.944715278397,1
217,-118799.43162257617,1852.9343454219993,1
218,-118799.4300922245,1635.4298235353513,1
219,-118799.42656132509,1330.1572438736298,1
220,-118799.41705841832,1157.2873433982506,1
221,-118799.39783600678,768.2357478688277,1
222,-118799.39560983151,764.8049101244741,1
223,-118799.39228342315,740.404292584006,1
224,-118799.35184660782,-415.99862745125176,1
225,-118799.41077321775,1251.3040082042319,1
226,-118799.36119022447,39.70569433738901,1
227,-118799.36697348075,128.13391875187472,1
228,-118799.31269135127,-1721.404340318173,1
229,-118799.43590586336,2037.5749396459425,1
230,-118799.43501759657,2045.1601428533304,1
231,-118799.40635347045,407.92524010084037,1
232,-118799.33462694852,-858.2401177786605,1
233,-118799.34660508423,-457.18977987803544,1
234,-118799.34915009225,-469.8858594011693,1
235,-118799.34831343914,-454.55697346273917,1
236,-118799.35302610997,-315.8085945328647,1
237,-118799.35114494995,-417.0799773263893,1
238,-118799.34250606266,-1269.96785844318,1
239,-118799.34025314705,-1264.4857640003604,1
240,-118799.3999969403,1036.9937664969514,1
241,-118799.4007049296,1038.0848739603919,1
242,-118799.43220879954,1814.046875003371,1
243,-118799.41145991786,716.4037490092747,1
244,-118799.51037160707,2795.517362241109,1
245,-118799.51570144371,2964.3937235775343,1
0,-118433.2632068933,-2792.8640128825614,2
1,-118579.4286439295,1876.7879966388127,2
2,-118622.29469370974,-2572.7647468349896,2
3,-118704.43977806141,2218.1513947526983,2
4,-118754.15202061785,23345.783448933726,2
5,-118778.28138034207,-2876.3200084799773,2
6,-118776.42058243713,1039.6091057432232,2
7,-118765.33546296839,-1146.8504461746647,2
8,-118771.43896499593,1253.5006098954711,2
9,-118776.43427454037,1925.970925631921,2
10,-118780.2676879573,-2841.0221772933787,2
11,-118778.37913335991,-344.6641771251179,2
12,-118774.3864224124,480.1632626169734,2
13,-118783.42474090777,1656.2367770411422,2
14,-118786.36872288655,52.18761971162998,2
15,-118790.4295390567,1702.3027991482859,2
16,-118792.42738885844,1414.0214994137764,2
17,-118789.42764085687,1306.4101000014439,2
18,-118790.40439787219,725.4396459130542,2
19,-118790.42795209511,1570.1073753652613,2
20,-118790.32731772444,-1739.9152922773699,2
21,-118788.39655552286,754.5198795855015,2
22,-118791.40672930531,920.8448215679954,2
23,-118789.42917399657,1680.4267091036013,2
24,-118792.29839196883,-2317.967269233705,2
25,-118794.43690254826,2210.5108726729136,2
26,-118794.35811864381,-29.575471883043292,2
27,-118794.35403546342,-450.1775261179201,2
28,-118795.40686472882,1101.7677261216634,2
29,-118794.44108047352,2221.8914736580887,2
30,-118793.37548021377,403.50377240042104,2
31,-118796.43716425191,2097.896533047287,2
32,-118797.20385881077,-6299.794576200312,2
33,-118797.37102772077,-296.962838799617,2
34,-118796.3113771618,-1805.3827570306926,2
35,-118798.36499951691,-287.05486133144984,2
36,-118793.39767025177,224.15860423936607,2
37,-118798.37980554735,156.7312528080966,2
38,-118798.43177606612,2093.8324819071477,2
39,-118799.12959572143,-5931.071376673966,2
40,-118798.3874095527,160.41598882239836,2
41,-118798.43323710059,1830.836627765507,2
42,-118799.29349298037,-2081.11873055584,2
43,-118799.44129649515,2424.252073753403,2
44,-118797.39437638977,914.5174393504618,2
45,-118799.40133984241,437.4568994237938,2
46,-118798.30071105617,-1688.2674215886223,2
47,-118796.34191012033,-1225.8309157151368,2
48,-118799.33455293791,-623.9908759163411,2
49,-118791.34299389232,-578.2386343233572,2
50,-118799.41713030542,1289.3104852300678,2
51,-118799.32053298737,-1358.7513512343016,2
52,-118799.25885066103,-2908.7465353745442,2
53,-118799.28240466144,-2802.302683130303,2
54,-118799.28507986505,-2803.5105820837334,2
55,-118799.28077055395,-2839.3096900158425,2
56,-118799.30043134536,-2512.470167475782,2
57,-118799.4382929305,2184.8425173180863,2
58,-118799.4173629788,999.2095779831835,2
59,-118799.41694523791,978.53278550773,2
60,-118799.41325116195,1110.3768630917016,2
61,-118799.41689329449,954.5117843728626,2
62,-118799.3848370987,-78.68964242095716,2
63,-118799.43567515003,1965.7854294584283,2
64,-118799.43365446423,1892.394538258832,2
65,-118799.43314245937,1867.4463577464644,2
66,-118799.43430831315,1963.2521091982348,2
67,-118799.43422376321,1950.3450794015573,2
68,-118799.32910799982,-1300.5946460219332,2
69,-118799.33082941413,-1180.8549154059924,2
70,-118799.33742476991,-1051.0142880450983,2
71,-118799.33129802888,-1306.382334220789,2
72,-118799.38464656901,532.867333029515,2
73,-118799.43018669877,1850.7214637890236,2
74,-118799.4329315956,1862.796081893693,2
75,-118799.43624692773,1761.6034695840983,2
76,-118799.42899784313,1674.0653315571324,2
77,-118799.42882405348,1624.7773611317152,2
78,-118799.42669976008,1617.1592603034826,2
79,-118799.42993891712,1696.2790209613638,2
80,-118799.36264297187,-172.24345032499832,2
81,-118799.42787534323,1338.8315336341636,2
82,-118799.33032394577,-1757.563608883439,2
83,-118799.39596769377,839.2944986865591,2
84,-118799.42615790993,1651.1448078421079,2
85,-118799.39539433662,729.8324123344019,2
86,-118799.37852663644,414.52523617712393,2
87,-118799.36526467359,125.50041536598538,2
88,-118799.40809576711,1206.969419813561,2
89,-118799.30857016423,-1818.2266361804393,2
90,-118799.4326777171,2054.9758002276085,2
91,-118799.36046669292,-14.954000803149478,2
92,-118799.44020013828,1234.250955576211,2
93,-118799.4150813755,951.7193716917549,2
94,-118799.37786110482,-245.08522048483732,2
95,-118799.4023281594,821.7316880381156,2
96,-118799.4069005631,404.917343837873,2
97,-118799.27697545163,-2805.5098166545126,2
98,-118799.42204300717,1202.1232711708462,2
99,-118799.40604154304,949.7487543098911,2
100,-118799.37481556149,214.48968832017286,2
101,-118799.43414121037,2052.754170340681,2
102,-118799.40309586599,711.1303242261272,2
103,-118799.26706882151,-2953.742500661841,2
104,-118799.29421042092,-2530.878803147361,2
105,-118799.42981002021,1744.303743478037,2
106,-118799.39572252444,726.5061247006018,2
107,-118799.43480795459,1971.136114841037,2
108,-118799.37046453121,-100.83971635380252,2
109,-118799.26556090226,-2736.2630734866716,2
110,-118799.437439737,1188.6977171158305,2
111,-118799.26534948841,-2894.1210959673786,2
112,-118799.4161924912,746.5758791681296,2
113,-118799.41341701224,885.8303618465314,2
114,-118799.30712697534,-2336.8221557748343,2
115,-118799.39513231508,404.49945800741403,2
116,-118799.38564770947,343.669913474578,2
117,-118799.43901317181,2114.053776367409,2
118,-118799.43143809217,1941.442117048739,2
119,-118799.43812939867,1310.1956952914798,2
120,-118799.42844363641,1659.030669568275,2
121,-118799.43963798309,2263.490419096213,2
122,-118799.42911849657,1679.3828333140316,2
123,-118799.43157163885,1839.5763952217105,2
124,-118799.2846090435,-2781.613692160139,2
125,-118799.44688834834,1391.0022587694239,2
126,-118799.44057961911,1230.690701839321,2
127,-118799.32986771094,-1722.0707450231043,2
128,-118799.43412798853,1976.775346049175,2
129,-118799.43002408202,1974.908770732295,2
130,-118799.43386935117,1426.0574182957203,2
131,-118799.26355176874,-2889.938885547768,2
132,-118799.41559986526,944.5697359648301,2
133,-118799.3087703938,-1831.4915490854714,2
134,-118799.33856807069,-1062.5032995574402,2
135,-118799.20218944503,-6336.523999670397,2
136,-118799.27045775314,-2902.563319344383,2
137,-118799.25644925496,-2975.3066473660842,2
138,-118799.42766412719,1340.2797760525175,2
139,-118799.27343878263,-2788.8405350940884,2
140,-118799.29207698279,-2578.197578758188,2
141,-118799.26185143918,-2855.5760586477177,2
142,-118799.37294481877,-200.30291355731976,2
143,-118799.33624151781,-1110.3473388513191,2
144,-118799.44072524458,2224.6068053496747,2
145,-118799.4292565966,1476.4959787736611,2
146,-118799.43229794408,1840.69572999417,2
147,-118799.3604484965,-243.66363911193673,2
